caption,verbs,nouns,adjectives,sub
"A narwhal probes, investigates sea ice with its elongated tusk..","{probes, investigates}","{narwhal, ice, tusk}","{sea, elongated}",{narwhal}
"A raccoon dog hibernates, overwinters in a den during cold months..","{hibernates, overwinters}","{raccoon dog, den, months}",{cold},{raccoon dog}
"A giant squid propels, jets through deep waters using its powerful siphon..","{propels, jets}","{giant squid, waters, siphon}","{deep, powerful}",{giant squid}
"A hoatzin chick climbs, scrambles using claws on its wings..","{climbs, scrambles}","{hoatzin chick, claws, wings}",{},{hoatzin chick}
"A platypus electrolocates, senses electrical impulses from prey underwater..","{electrolocates, senses}","{platypus, impulses, prey}","{electrical, underwater}",{platypus}
"A lyrebird mimics, imitates the calls of other birds and environmental sounds..","{mimics, imitates}","{lyrebird, calls, sounds}",{environmental},{lyrebird}
"A pangolin scales, climbs a tree trunk using its strong claws..","{scales, climbs}","{pangolin, trunk, claws}",{strong},{pangolin}
"A star-nosed mole probes, explores its environment with its sensitive star-shaped nose..","{probes, explores}","{star-nosed mole, environment, nose}","{sensitive, star-shaped}",{star-nosed mole}
"A leafy seadragon sways, undulates to blend in with surrounding seaweed..","{sways, undulates}","{leafy seadragon, seaweed}",{surrounding},{leafy seadragon}
"A quokka bounds, hops across the ground on its hind legs..","{bounds, hops}","{quokka, ground, legs}",{hind},{quokka}
"A satanic leaf-tailed gecko camouflages, blends with tree bark and dead leaves..","{camouflages, blends}","{satanic leaf-tailed gecko, bark, leaves}",{dead},{satanic leaf-tailed gecko}
"A fiddler crab waves, signals with its oversized claw to attract a mate..","{waves, signals}","{fiddler crab, claw, mate}",{oversized},{fiddler crab}
"A vampire squid expels, ejects bioluminescent mucus to confuse predators..","{expels, ejects}","{vampire squid, mucus, predators}",{bioluminescent},{vampire squid}
"A pearlfish wiggles, squirms into the body cavity of a sea cucumber..","{wiggles, squirms}","{pearlfish, cavity, sea cucumber}",{},{pearlfish}
"A mantis shrimp strikes, punches its prey with incredible speed..","{strikes, punches}","{mantis shrimp, prey, speed}",{incredible},{mantis shrimp}
"A walking stick insect sways, rocks to mimic a twig in the wind..","{sways, rocks}","{walking stick insect, twig, wind}",{},{walking stick insect}
"A archerfish shoots, spits a jet of water to knock insects into the water..","{shoots, spits}","{archerfish, jet, water, insects}",{},{archerfish}
"A jumping spider pounces, leaps on its prey with pinpoint accuracy..","{pounces, leaps}","{jumping spider, prey, accuracy}",{pinpoint},{jumping spider}
"A flying fish glides, soars above the water to escape predators..","{glides, soars}","{flying fish, water, predators}",{},{flying fish}
"A leafcutter ant cultivates, tends to its fungus garden in the colony..","{cultivates, tends}","{leafcutter ant, garden, colony}",{fungus},{leafcutter ant}
"A velvet worm squirts, ejects sticky slime to ensnare its prey..","{squirts, ejects}","{velvet worm, slime, prey}",{sticky},{velvet worm}
"A tiger beetle sprints, dashes after prey at incredible speeds..","{sprints, dashes}","{tiger beetle, prey, speeds}",{incredible},{tiger beetle}
"A basilisk lizard runs, skitters across the surface of water on its hind legs..","{runs, skitters}","{basilisk lizard, surface, water, legs}",{hind},{basilisk lizard}
"A horned lizard squirts, shoots blood from its eyes to deter predators..","{squirts, shoots}","{horned lizard, blood, eyes, predators}",{},{horned lizard}
"A pufferfish inflates, expands its body to deter potential predators..","{inflates, expands}","{pufferfish, body, predators}",{potential},{pufferfish}
"A bombardier beetle mixes, combines chemicals to create a hot defensive spray..","{mixes, combines}","{bombardier beetle, chemicals, spray}","{hot, defensive}",{bombardier beetle}
"A hagfish slimes, coats itself in mucus to escape from a shark's jaws..","{slimes, coats}","{hagfish, mucus, jaws}",{shark's},{hagfish}
"A trap-jaw ant snaps, clamps its powerful mandibles shut on prey..","{snaps, clamps}","{trap-jaw ant, mandibles, prey}",{powerful},{trap-jaw ant}
"A peacock spider dances, displays its colorful abdomen to attract a mate..","{dances, displays}","{peacock spider, abdomen, mate}",{colorful},{peacock spider}
"A leaf-nosed snake uses, employs its leaf-shaped nose to camouflage among foliage..","{uses, employs}","{leaf-nosed snake, nose, foliage}",{leaf-shaped},{leaf-nosed snake}
"A batfish awkwardly walks, ambulates along the ocean floor on its fins..","{walks, ambulates}","{batfish, floor, fins}",{ocean},{batfish}
"A lancetfish cannibalizes, devours its own species when food is scarce..","{cannibalizes, devours}","{lancetfish, species, food}","{own, scarce}",{lancetfish}
"A mata mata turtle lures, attracts fish with its leaf-like appendages..","{lures, attracts}","{mata mata turtle, fish, appendages}",{leaf-like},{mata mata turtle}
"A shoebill stork stalks, hunts for lungfish in shallow, murky waters..","{stalks, hunts}","{shoebill stork, lungfish, waters}","{shallow, murky}",{shoebill stork}
"A goblin shark extends, protrudes its jaws to catch elusive deep-sea prey..","{extends, protrudes}","{goblin shark, jaws, prey}","{elusive, deep-sea}",{goblin shark}
"A hairy frogfish lures, entices prey with its fish-like appendage..","{lures, entices}","{hairy frogfish, prey, appendage}",{fish-like},{hairy frogfish}
"A thorny dragon absorbs, collects water on its skin for drinking..","{absorbs, collects}","{thorny dragon, water, skin}",{},{thorny dragon}
"A glass frog exposes, reveals its transparent underbelly while sleeping..","{exposes, reveals}","{glass frog, underbelly}","{transparent, sleeping}",{glass frog}
"A coconut octopus uses, utilizes coconut shells as portable shelters..","{uses, utilizes}","{coconut octopus, shells, shelters}","{coconut, portable}",{coconut octopus}
"A red-lipped batfish awkwardly walks, stumbles along the ocean floor..","{walks, stumbles}","{red-lipped batfish, floor}",{ocean},{red-lipped batfish}
"A Surinam toad incubates, nurtures its young in pockets on its back..","{incubates, nurtures}","{Surinam toad, young, pockets, back}",{},{Surinam toad}
"A giant African land snail glides, slides on its muscular foot leaving a slimy trail..","{glides, slides}","{giant African land snail, foot, trail}","{muscular, slimy}",{giant African land snail}
"A sea pig crawls, inches along the abyssal plain scavenging for detritus..","{crawls, inches}","{sea pig, plain, detritus}",{abyssal},{sea pig}
"A gharial snaps, seizes fish with its long, narrow snout..","{snaps, seizes}","{gharial, fish, snout}","{long, narrow}",{gharial}
"A cookie-cutter shark gouges, scoops out plugs of flesh from larger marine animals..","{gouges, scoops}","{cookie-cutter shark, plugs, flesh, animals}","{larger, marine}",{cookie-cutter shark}
"A potoo camouflages, blends with tree bark using its cryptic plumage..","{camouflages, blends}","{potoo, bark, plumage}",{cryptic},{potoo}
"A proboscis monkey swings, leaps between mangrove trees with its pot-bellied body..","{swings, leaps}","{proboscis monkey, trees, body}","{mangrove, pot-bellied}",{proboscis monkey}
"A saiga antelope filters, strains dust from the air with its unusual nose..","{filters, strains}","{saiga antelope, dust, air, nose}",{unusual},{saiga antelope}
"A kakapo waddles, shuffles along the forest floor in search of food..","{waddles, shuffles}","{kakapo, floor, food}",{forest},{kakapo}
"A long-eared jerboa hops, bounds across desert sands on its disproportionate hind legs..","{hops, bounds}","{long-eared jerboa, sands, legs}","{desert, disproportionate, hind}",{long-eared jerboa}
"A giant tube worm filters, extracts nutrients from hydrothermal vent waters..","{filters, extracts}","{giant tube worm, nutrients, waters}",{hydrothermal vent},{giant tube worm}
"A rhinoceros hornbill carries, transports fruit to its mate sealed in a tree cavity..","{carries, transports}","{rhinoceros hornbill, fruit, mate, cavity}","{sealed, tree}",{rhinoceros hornbill}
"A platypus forages, probes the riverbed with its sensitive bill..","{forages, probes}","{platypus, riverbed, bill}",{sensitive},{platypus}
"A tardigrade enters, induces a state of cryptobiosis to survive extreme conditions..","{enters, induces}","{tardigrade, state, conditions}",{extreme},{tardigrade}
"A sea angel flaps, undulates its wing-like appendages to swim in arctic waters..","{flaps, undulates}","{sea angel, appendages, waters}","{wing-like, arctic}",{sea angel}
"A horseshoe crab spawns, deposits its eggs on a moonlit beach..","{spawns, deposits}","{horseshoe crab, eggs, beach}",{moonlit},{horseshoe crab}
"A coelacanth propels, maneuvers itself using its lobed fins in deep waters..","{propels, maneuvers}","{coelacanth, fins, waters}","{lobed, deep}",{coelacanth}
"A giant isopod scavenges, forages for food in the darkness of the deep sea..","{scavenges, forages}","{giant isopod, food, darkness, sea}",{deep},{giant isopod}
"A mudskipper climbs, scrambles out of water using its muscular fins..","{climbs, scrambles}","{mudskipper, water, fins}",{muscular},{mudskipper}
"A velvet worm hunts, stalks its prey in the damp undergrowth of forests..","{hunts, stalks}","{velvet worm, prey, undergrowth}",{damp},{velvet worm}
"A blobfish decompresses, swells as it's brought up from the deep sea..","{decompresses, swells}","{blobfish, sea}",{deep},{blobfish}
"A tarsier clings, grips onto a branch with its elongated fingers and toes..","{clings, grips}","{tarsier, branch, fingers, toes}",{elongated},{tarsier}
"A tabby cat pounces, leaps, springs at a fluttering butterfly.","{pounces, leaps, springs}","{cat, butterfly}","{tabby, fluttering}",{cat}
"An elderly man whittles, carves, shapes a wooden figurine.","{whittles, carves, shapes}","{man, figurine}","{elderly, wooden}",{man}
"A toddler toddles, wobbles, teeters across the living room.","{toddles, wobbles, teeters}","{toddler, living room}",{},{toddler}
"A chef flambes, ignites, sets fire to a decadent dessert.","{flambes, ignites, sets fire}","{chef, dessert}",{decadent},{chef}
"A gymnast vaults, soars, flies over a sturdy pommel horse.","{vaults, soars, flies}","{gymnast, pommel horse}",{sturdy},{gymnast}
"An artist sketches, outlines, delineates a still life arrangement.","{sketches, outlines, delineates}","{artist, arrangement}",{still life},{artist}
"A firefighter rappels, descends, glides down a tall building.","{rappels, descends, glides}","{firefighter, building}",{tall},{firefighter}
"A magician levitates, hovers, floats above an astounded audience.","{levitates, hovers, floats}","{magician, audience}",{astounded},{magician}
"A surfer rides, glides, cruises on a massive wave.","{rides, glides, cruises}","{surfer, wave}",{massive},{surfer}
"A hummingbird sips, drinks, extracts nectar from a vibrant flower.","{sips, drinks, extracts}","{hummingbird, nectar, flower}",{vibrant},{hummingbird}
"A mime gesticulates, mimes, pantomimes an invisible wall.","{gesticulates, mimes, pantomimes}","{mime, wall}",{invisible},{mime}
"A juggler tosses, flips, manipulates colorful balls in the air.","{tosses, flips, manipulates}","{juggler, balls, air}",{colorful},{juggler}
"A scientist pipettes, transfers, dispenses a blue liquid into a beaker.","{pipettes, transfers, dispenses}","{scientist, liquid, beaker}",{blue},{scientist}
"A ballerina pirouettes, twirls, spins gracefully on stage.","{pirouettes, twirls, spins}","{ballerina, stage}",{gracefully},{ballerina}
"A blacksmith forges, hammers, shapes a glowing piece of metal.","{forges, hammers, shapes}","{blacksmith, piece, metal}",{glowing},{blacksmith}
"A potter molds, sculpts, forms clay on a spinning wheel.","{molds, sculpts, forms}","{potter, clay, wheel}",{spinning},{potter}
"A tightrope walker balances, teeters, wobbles across a thin wire.","{balances, teeters, wobbles}","{tightrope walker, wire}",{thin},{tightrope walker}
"A barista froths, steams, whips milk for a latte.","{froths, steams, whips}","{barista, milk, latte}",{},{barista}
"A seamstress sews, stitches, embroiders an intricate pattern.","{sews, stitches, embroiders}","{seamstress, pattern}",{intricate},{seamstress}
"A conductor gestures, directs, leads an orchestra during a performance.","{gestures, directs, leads}","{conductor, orchestra, performance}",{},{conductor}
"A glassblower blows, shapes, molds molten glass into a vase.","{blows, shapes, molds}","{glassblower, glass, vase}",{molten},{glassblower}
"A lumberjack fells, chops, cuts down a towering pine tree.","{fells, chops, cuts}","{lumberjack, tree}","{towering, pine}",{lumberjack}
"A tailor measures, pins, adjusts a suit on a customer.","{measures, pins, adjusts}","{tailor, suit, customer}",{},{tailor}
"A beekeeper harvests, collects, extracts honey from a hive.","{harvests, collects, extracts}","{beekeeper, honey, hive}",{},{beekeeper}
"A watchmaker assembles, calibrates, adjusts tiny gears in a timepiece.","{assembles, calibrates, adjusts}","{watchmaker, gears, timepiece}",{tiny},{watchmaker}
"A vintner stomps, crushes, presses grapes in a large barrel.","{stomps, crushes, presses}","{vintner, grapes, barrel}",{large},{vintner}
"A contortionist bends, twists, flexes into an impossible position.","{bends, twists, flexes}","{contortionist, position}",{impossible},{contortionist}
"A falconer releases, launches, dispatches a majestic bird of prey.","{releases, launches, dispatches}","{falconer, bird}",{majestic},{falconer}
"A ventriloquist projects, throws, casts their voice to a wooden dummy.","{projects, throws, casts}","{ventriloquist, voice, dummy}",{wooden},{ventriloquist}
"A puppeteer manipulates, controls, animates strings of a marionette.","{manipulates, controls, animates}","{puppeteer, strings, marionette}",{},{puppeteer}
